timestamp,queue_len,cpu,mem
2025-05-04T19:41:47.908313,0,0.0,0.764
2025-05-04T19:41:49.913762,1,0.071,0.763
2025-05-04T19:41:51.919757,6,0.106,0.765
2025-05-04T19:41:53.925601,13,0.099,0.763
2025-05-04T19:41:55.931864,13,0.094,0.762
2025-05-04T19:41:57.937508,16,0.068,0.7609999999999999
2025-05-04T19:41:59.943199,18,0.091,0.755
2025-05-04T19:42:01.944911,19,0.09300000000000001,0.7559999999999999
2025-05-04T19:42:03.950464,21,0.145,0.765
2025-05-04T19:42:05.956361,25,0.11900000000000001,0.762
2025-05-04T19:42:07.961098,27,0.136,0.763
2025-05-04T19:42:09.962340,33,0.149,0.762
2025-05-04T19:42:11.968024,30,0.102,0.758
2025-05-04T19:42:13.974239,27,0.071,0.758
2025-05-04T19:42:15.977844,24,0.086,0.757
2025-05-04T19:42:17.983788,20,0.124,0.77
2025-05-04T19:42:19.986320,17,0.14400000000000002,0.767
2025-05-04T19:42:21.991836,14,0.188,0.772
2025-05-04T19:42:23.997976,11,0.111,0.7609999999999999
2025-05-04T19:42:26.004224,8,0.102,0.7509999999999999
2025-05-04T19:42:28.008666,4,0.059000000000000004,0.742
2025-05-04T19:42:30.011257,0,0.047,0.741
2025-05-04T19:42:32.016697,0,0.034,0.7390000000000001
2025-05-04T19:42:34.022775,0,0.055,0.7440000000000001
2025-05-04T19:42:36.028901,0,0.048,0.743
2025-05-04T19:42:38.035119,0,0.09,0.7440000000000001
2025-05-04T19:42:40.041357,0,0.039,0.742
2025-05-04T19:42:42.047399,0,0.04,0.741
2025-05-04T19:42:44.049203,0,0.042,0.742
2025-05-04T19:42:46.052915,0,0.05,0.742
2025-05-04T19:42:48.055926,0,0.085,0.742
2025-05-04T19:42:50.061753,0,0.05,0.727
2025-05-04T19:42:52.066336,0,0.09699999999999999,0.732
2025-05-04T19:42:54.072269,0,0.17600000000000002,0.745
2025-05-04T19:42:56.076543,0,0.10400000000000001,0.743
2025-05-04T19:42:58.082747,0,0.067,0.738
2025-05-04T19:43:00.088830,0,0.284,0.7759999999999999
2025-05-04T19:43:02.095353,0,0.146,0.7609999999999999
2025-05-04T19:43:04.099521,0,0.133,0.7490000000000001
2025-05-04T19:43:06.105177,0,0.21100000000000002,0.75
2025-05-04T19:43:08.107359,0,0.125,0.75
2025-05-04T19:43:10.113513,0,0.21600000000000003,0.7559999999999999
2025-05-04T19:43:12.119195,0,0.163,0.7559999999999999
2025-05-04T19:43:14.124589,0,0.136,0.757
2025-05-04T19:43:16.130041,0,0.15,0.759
2025-05-04T19:43:18.132755,0,0.14400000000000002,0.7559999999999999
2025-05-04T19:43:20.133677,0,0.12300000000000001,0.755
2025-05-04T19:43:22.139446,0,0.149,0.755
2025-05-04T19:43:24.143047,0,0.168,0.76
2025-05-04T19:43:26.145585,0,0.152,0.769
2025-05-04T19:43:28.151256,0,0.08,0.772
2025-05-04T19:43:30.157016,0,0.175,0.785
2025-05-04T19:43:32.162594,0,0.136,0.7659999999999999
2025-05-04T19:43:34.166069,0,0.121,0.76
2025-05-04T19:43:36.172741,0,0.126,0.757
2025-05-04T19:43:38.176913,0,0.061,0.757
2025-05-04T19:43:40.183119,0,0.083,0.7559999999999999
2025-05-04T19:43:42.189166,0,0.073,0.754
